profile_id,archetype,is_fraud,fraud_severity,case_type,niche,follower_count,following_count,posts_count,account_age_months,avg_likes,avg_comments,avg_views,engagement_rate,like_comment_ratio,follower_following_ratio,view_follower_ratio,growth_spike_score,audience_geo_mismatch,audience_real_ratio,comment_authenticity,profile_pic_flag,bio,sample_comments,post_caption,audience_note
BON-01819,lightly_boosted,0,27.7,normal,home decor,90065,1781,386,102,5526,85,139384,6.23,64.6,50.6,1.55,0.362,0.284,0.557,0.674,0,Shiny things! Join me on my journey into beautiful home decor ideas.,"Love your creative posts! 🌟 || Absolutely gorgeous design tips! 👍 || Such inspiring ideas, thanks for sharing! 💖 || Really appreciate your unique perspective! #DIYlove",Spring into Style - Refresh Your Space with These Must-Haves! ✅,My audience loves quirky DIY projects and stylish living spaces.
BON-01820,bought_followers,1,59.5,masked_fraud,home decor,711740,15005,2972,45,36973,375,2068985,5.25,98.4,47.4,2.91,0.396,0.334,0.662,0.757,0,"Loving my cozy living room - simple, yet stylish!","Love your color choices! 💖 || Great DIY tutorial, thanks! ✅ || Can you share more about your decor sources? 🎈 || Perfect autumn vibes - love it!",Just finished this one-of-a-kind art piece I created using natural materials. 🎨✨,"Audience loves affordable, handmade decor ideas."
BON-01821,viral_legit,0,11.6,normal,sports,107542,1736,2209,26,3651,35,296957,3.43,103.7,61.9,2.76,0.639,0.286,0.685,0.661,0,Sports Enthusiast - Real Stories & Reviews. #TeamSports,Love your post! Can't wait to see more. || Awesome shot! I love it! || Congrats! That's huge. Awesome! || Great game! Love the energy.,Just witnessed something amazing in today's game. #MotivationMonday,Audience is primarily middle-aged males passionate about sports.
BON-01822,bought_followers,1,56.3,normal,travel,364211,4750,865,85,18068,327,494332,5.05,55.2,76.7,1.36,0.65,0.291,0.31,0.681,0,Travel lover sharing tips & adventures worldwide - @travelista,"Just arrived in Bali! Love it! || Wow, your beach shots always make me want to go! 🏖️# || Beautiful sunset! I'm dreaming of it too. || Looks like paradise! #travelgoals",New post: Exploring the magic of Thailand islands - don't miss the secret cove!,My followers are mostly young couples and solo travelers looking for inspiration for their next adventure.
BON-01823,bought_followers,1,70.8,normal,beauty,89500,871,76,118,861,10,82125,0.97,79.7,102.8,0.92,0.742,0.527,0.339,0.564,0,Beauty enthusiast sharing makeup tips and skin care advice. #beautylovers,"Love your makeup techniques! -Cindy || Nice tutorial, thanks! || Always learning new things! -Jane || Great makeup looks! -Lisa",Discover my latest DIY skincare recipe! 🌿,My audience loves natural beauty and home-made products.
BON-01824,lightly_boosted,0,27.2,normal,food,44160,2098,431,60,1872,24,58656,4.3,75.7,21.0,1.33,0.448,0.201,0.587,0.597,0,Loves trying new recipes - shares daily tips & tricks.,"Yummy looking! Can't wait to try it myself. || Great recipe ideas, love your posts! || Love how you share your food journey! || Just pinned your latest, so delicious-looking!",New meal prep idea - perfect for busy weeks!,Mainly young adults interested in healthy eating.
BON-01825,click_farm_audience,1,65.7,normal,music,337950,4596,80,85,15586,496,551091,4.76,31.4,73.5,1.63,0.7,0.686,0.458,0.428,0,I'm into music - all kinds! Share your jams with me!,"Love it! -- Gonna play more songs! || Yaaas, I'm movin' to your beat! 😎 || Great vibe! 💥 Keep it up! || Nice one! 🌈 Enjoy yourself!",Here's my latest pick - listen & share your thoughts! #musiclovers,My audience loves eclectic playlists and new music discoveries.
BON-01826,viral_legit,0,16.9,normal,fashion,131030,6138,578,50,14792,123,389934,11.38,119.9,21.3,2.98,0.578,0.149,0.811,0.817,0,Elevate your wardrobe - from trends to timeless classics.,"Love it! Just what I need to update my look. || Wow, so stylish! Makes me want to try new things too. || Nice choice - feels fresh and modern. || Absolutely perfect timing - thanks!",Spring's best hues for a fresh spring wardrobe! #springfashion #colorcandy,My audience loves fashion refreshments and latest style trends.
BON-01827,bought_engagement,1,60.6,normal,wellness,20686,893,1611,60,2666,15,32910,12.96,173.1,23.2,1.59,0.31,0.359,0.801,0.29,0,"Hi! I'm all about living a balanced life - wellness, fitness, self-care. Let's live well together!",Good Vibes ahead! 🌈💪 || Yay for positivity - you rock! 💖 || Love your work &amp; attitude - keep shining! || Inspiring content - thanks for sharing! ❤️,Happy #WellnessWednesday! 🌹✨ Start your week off right with a little pampering.,My followers enjoy relatable wellness tips and personal stories.
BON-01828,micro_real,0,0.0,trap_clean,finance,19785,714,500,81,2421,28,55363,12.38,85.0,27.7,2.8,0.211,0.25,0.778,0.668,0,Finance guru sharing insights & tips - join the tribe!,Great advice! 💡 || Love your perspective. 🌟 || Always learning something new. 👏 || Exactly what I needed to hear. 😊,How to spot a fake financial advisor - it's not as simple as you think.,"A warm, loyal community of finance enthusiasts."
BON-01829,engagement_pod,1,52.5,normal,fashion,46547,3584,50,68,3658,74,127902,8.02,48.9,13.0,2.75,0.306,0.278,0.644,0.683,0,Shiny clothes & fun outfits - Join me on style adventures! #fashionista,"Love your bright colors - thanks for linking to my latest wear! 🌈👠 || Great dress, I'll be wearing it too! #ootd - Check out my outfit! || I love the pattern - so playful! - Love your chic style! || Such cute tops, I've already pinned some! #OOTD - Check out my picks!",Summer Vibes - Get ready to make waves in these styles! 💥✨ #summeroutfits #styleinspiration,My audience loves bold patterns and vibrant colors - they're fashion enthusiasts who appreciate unique styles.
BON-01830,ai_persona,1,89.8,masked_fraud,home decor,39583,1103,1294,72,2591,46,68345,6.66,56.3,35.9,1.73,0.29,0.227,0.725,0.666,1,Discover cozy living spaces - DIY projects & styling tips.,Love your style! || I love how you make it look so easy. || Your home decor ideas are awesome! || Inspired by your creativity!,Crafting a serene space - start with these simple steps!,"Loves home decor, interior design, DIY projects"
BON-01831,bought_engagement,1,77.2,masked_fraud,gaming,21019,412,2873,58,1560,15,55634,7.5,102.3,51.0,2.65,0.292,0.145,0.712,0.678,0,Gaming lover - sharing tips & tricks with you! 🌐🎮 #GamerLife,Great tips! || Thanks for the info! || Awesome video! || ,Just tried out this new game - what are you playing? #GameReview,My audience is gaming enthusiasts like you.
BON-01832,bought_engagement,1,72.1,normal,fashion,70748,1675,151,77,5968,36,15492,8.49,163.2,42.2,0.22,0.426,0.189,0.519,0.524,0,Shiny outfits galore! Fashionista sharing trends & tips.,Woo hoo! || Love your style! :-) || Stunning as always. || Gorgeous outfit - thanks for the inspiration! 🌟,This season's hottest hues - which one's your fave? 🎨✨,My followers love trendy fashion in every color.
BON-01833,micro_real,0,18.2,normal,parenting,23784,463,808,54,2733,33,45884,11.64,80.9,51.4,1.93,0.179,0.224,0.845,0.89,0,Warm and engaged - sharing tips with my parenting tribe.,Great tips! Love this! || Thanks for the advice - will try it. || Thanks! || I love your perspective!,Weekly Q&A - Your Parenting Questions Answered!,"A small, loyal group of parents seeking guidance."
BON-01834,bought_engagement,1,71.4,normal,tech,26095,418,942,112,3682,18,62995,14.18,196.0,62.4,2.41,0.498,0.254,0.864,0.208,0,Tech lover sharing the latest gadgets & tips - Join me! @techlover123,Love your channel! || :) || Nice post! || Techy vibes!,Discover the best tech deals of the week - Check it out!,Tech enthusiasts and early adopters interested in the latest tech trends
BON-01835,micro_real,0,16.8,normal,travel,1523,44,91,78,76,1,3068,5.12,47.3,34.6,2.01,0.417,0.114,0.766,0.852,0,Exploring the world one adventure at a time - sharing tips & wonders!,Love your perspective! 🌍✨ || So inspiring! Can't wait to read more! || Every trip has its own magic. #travellove || Gotta go there too! 👏🏼,Just arrived in Santorini - can't believe my eyes!,"A warm, loyal community of dreamers and wanderlust enthusiasts"
BON-01836,bought_followers,1,81.6,masked_fraud,wellness,385644,4793,2011,71,26169,445,111007,6.9,58.7,80.5,0.29,0.398,0.346,0.653,0.632,0,I share simple tips for living a healthier life. #wellness #healthyliving,"Thanks for the advice! -Renee || Great tips as always! 🌈😊 -Jane || Love your insights! -Sam || Always helpful, keep it up! 💪 -Alex",Today's tip: Start your day with a glass of warm water and lemon. It wakes you up and boosts your immune system! #morningritual #healthylife,"My audience loves simple, actionable tips on living a healthier lifestyle."
BON-01837,authentic_organic,0,0.0,normal,fashion,144921,2076,1266,76,11980,195,48998,8.4,61.2,69.8,0.34,0.082,0.107,0.887,0.796,0,Elevate your style - everyday fashion tips & trends!,Love your outfits! Fashionista - @stylebabe123 || Great picks - so inspiring - @fashionguru789 || Can't wait to see more - beautiful style - @beautyblaze || Such cute outfits - you make fashion fun - @fashionspotlight,Mix colors - let it POP! 🎨✨ #ColorfulLooks,"My audience loves vibrant fashion, especially young professionals and fashion enthusiasts."
BON-01838,engagement_pod,1,36.9,normal,gaming,11803,439,1694,52,578,9,17369,4.98,58.6,26.9,1.47,0.415,0.181,0.728,0.528,0,Gaming Enthusiast - Sharing Tips & Tricks for PC & Console Games!,"Love your gaming tips! Check out my picks! || Great playlist, keep it up! || Support me by checking out my channel! || Awesome video, subscribed!",New Gaming Review Up - What's your favorite game? Share in comments!,My audience loves fast-paced action games and likes to share their reviews too.
BON-01839,click_farm_audience,1,70.4,masked_fraud,food,254332,5228,153,107,14331,239,271430,5.73,59.7,48.6,1.07,0.286,0.446,0.632,0.762,0,I'm a foodie sharing my adventures with Asian cuisine. 🌟 #foodie #chinesefood,"WOW! This look amazing! 🎉 #yum #asianfood || Mmm, love your recipes! I've been trying to cook more Asian dishes. #chinesecooking #foodlove || Your recipes always make me hungry 😋 #chinesefood #foodporn || Love your photos! 🍗 #asiandelicious #foodie",Tried this new stir-fry recipe tonight - it's sooo good!!! 👌 #stirfry #dinnerparty,My audience loves sharing Asian food and cooking experiences globally.
BON-01840,engagement_pod,1,57.7,normal,fashion,105559,2109,310,39,5358,63,69541,5.14,84.8,50.1,0.66,0.305,0.105,0.727,0.653,0,Style lover & trendsetter - sharing wardrobes & beauty tips,"Love your style! What's in ur closet? - @fashionista123 || Stunning outfit! Trendy and chic - @streetstyle4me || Fabulous look! Can't get enough of ur fashion - @fashionista_fan || Wow, love the color! Check out my picks - @colorlover98",Summer vibes in every outfit - try these trends!,My audience loves bold colors and trendy looks
BON-01841,engagement_pod,1,42.5,masked_fraud,fitness,12691,253,245,91,1077,11,33284,8.58,92.4,50.2,2.62,0.257,0.231,0.838,0.737,0,Fit and fabulous - sharing workouts & healthy tips.,Love your plank routine! 🏋️‍♂️ || Great legs pic - awesome workout! 💪🏼 || Your abs are showing - keep it up! #fitfamily || Check out my leg day session - it's intense! 💥,Ready to rock? Try this HIIT circuit for the best results!,Targeted at health-conscious women who follow fitness routines
BON-01842,authentic_organic,0,5.4,normal,photography,433295,10851,2141,64,22727,228,239573,5.3,99.6,39.9,0.55,0.162,0.066,0.863,0.742,0,Love capturing moments that tell stories - street photography!,Great shots! Love the way you bring life to streets. || Every image tells a story - beautiful! || Your work inspires me to see more - thanks for sharing!,A day in the life - capturing moments that matter.,The audience loves candid street photography and feels inspired to document everyday life.
BON-01843,engagement_pod,1,48.0,normal,tech,131081,2854,60,55,7245,172,335674,5.66,42.1,45.9,2.56,0.32,0.201,0.785,0.677,0,Tech Innovator - Exploring the latest gadgets & trends.,"Love your projects, follow me for tips! || Nice shot! Got any new tech picks? || Always learning, great advice - thanks! || Awesome video, always informative!",Stay tuned for more tech tips!,Tech enthusiasts & gadget lovers worldwide
BON-01844,click_farm_audience,1,62.3,masked_fraud,parenting,285880,6870,46,105,10627,131,743555,3.76,80.7,41.6,2.6,0.364,0.325,0.652,0.723,0,I love being a mom - simple as that.,Incredible mommy! || Love it! 🌸,Just had to share my happy day with you all! ❤️ #momlife,Her audience are mostly young moms looking for tips and advice.
BON-01845,bought_followers,1,65.4,normal,food,54466,566,909,49,2584,25,101559,4.79,102.7,96.2,1.86,0.75,0.466,0.533,0.744,0,Cooking enthusiast sharing quick meal ideas - follow for healthy recipes!,"Love your colorful dishes! || Healthy eats FTW! || Yummy recipe, thanks! 😊 || I love seeing new ways to prepare veggies!",Today's #MealPlan - Spicy Chicken Tikka & Avocado Mango Salsa - Perfect weeknight dinner!,"Audience loves quick, healthy recipes focusing on diverse cuisines"
BON-01846,ai_persona,1,68.9,normal,beauty,52316,1010,2984,26,464,7,115126,0.9,65.7,51.8,2.2,0.433,0.181,0.538,0.31,1,Love makeup - everyday tips & tricks here! #beauty #makeupartist -,"Nice pic! Love your technique! || Gorgeous look, stunning! || Absolutely stunning! Love it! || Your skills are amazing! 💃",Check out my latest #makeup tutorial! 🎤✨,The audience is mostly beauty enthusiasts who follow trends and techniques.
BON-01847,click_farm_audience,1,72.2,masked_fraud,fashion,465321,10027,51,49,30942,435,544805,6.74,71.1,46.4,1.17,0.494,0.363,0.681,0.648,0,Hi fashionistas! Check out my latest look - so chic!,"Love it! 🌟 || Great outfit as always! 💃 || Incredible style! 🏎️👗 || Yay, another fabulous post! ❤️👑",Who doesn't love a chic little black dress? #ChicLife,My target is fashion-conscious women who follow trends.
BON-01848,ai_persona,1,81.8,normal,fitness,215999,22332,884,116,8899,141,305808,4.19,62.9,9.7,1.42,0.405,0.372,0.648,0.573,1,Always motivating - Fitness inspiration daily.,"Great tip! I love your routine. || Solid advice, thanks for sharing. || I need to work on it more - your post really hit home.",How you move throughout your day matters. Start now!,Primary target is fitness enthusiasts seeking advice and motivation.
BON-01849,bought_followers,1,59.4,normal,fitness,99898,1412,1988,70,2424,24,200752,2.45,97.6,70.7,2.01,0.604,0.425,0.308,0.528,0,Fitness enthusiast sharing daily workouts & nutrition tips.,Love your routine! || Great tips as always! || Awesome workout plan! || Thanks for the encouragement!,3 Key Tips to Boost Your Workout Routine!,"Mainly female fitness enthusiasts, ages 25-45"
BON-01850,ai_persona,1,72.7,masked_fraud,fitness,95869,2196,1145,95,4782,67,114853,5.06,71.1,43.7,1.2,0.364,0.147,0.756,0.75,1,Fit and healthy tips daily - join me!,"Love your body! 💚💪 || Great workout tips - thanks! || Yay for progress! 🌟 || Inspiring routine, thank you! 👍",Just did this move - feel it?! #workoutwithme,My audience is mainly health-conscious millennials looking to live a better life through fitness.
